HS8,Description,Base,Category,HS4,HS6,Cat
48045900,LOS DEMAS,3.0,A,'4804,'480459,A
48051100,- - PAPEL SEMIQUÍMICO PARA ACANALAR,3.0,A,'4805,'480511,A
48051200,- - PAPEL PAJA PARA ACANALAR,3.0,A,'4805,'480512,A
48051900,- - LOS DEMÁS,3.0,A,'4805,'480519,A
48052400,- - DE GRAMAJE INFERIOR O IGUAL A 150G/M2,3.0,A,'4805,'480524,A
48052500,- - DE GRAMAJE SUPERIOR A 150 G/M2,3.0,A,'4805,'480525,A
48053000,- PAPEL SULFITO PARA ENVOLVER,8.0,B,'4805,'480530,B
48054000,- PAPEL Y CARTÓN FILTRO,3.0,A,'4805,'480540,A
48055000,- PAPEL Y CARTÓN FIELTRO;PAPEL Y CARTÓN LANA,3.0,A,'4805,'480550,A
48059110,- - PARA CONDENSADORES O DEMÁS USO DE AISLAMIENTO ELÉCTRICO,3.0,A,'4805,'480591,A
48059120,- - - PARA JUNTAS O EMPAQUETADURAS,3.0,A,'4805,'480591,A
48059190,- - - LOS DEMÁS,3.0,A,'4805,'480591,A
48059210,- - - PARA CONDENSADORES O DEMÁS USO DE AISLAMIENTO ELÉCTRICO,3.0,A,'4805,'480592,A
48059220,- - - PARA JUNTAS O EMPAQUETADURAS,3.0,A,'4805,'480592,A
48059290,- - - LOS DEMÁS,3.0,A,'4805,'480592,A
48059310,- - - PARA CONDENSADORES O DEMÁS USO DE AISLAMIENTO ELÉCTRICO,3.0,A,'4805,'480593,A
48059320,- - - PARA JUNTAS O EMPAQUETADURAS,3.0,A,'4805,'480593,A
48059330,- - - CARTONES RÍGIDO,3.0,A,'4805,'480593,A
48059390,- - - LOS DEMÁS,3.0,A,'4805,'480593,A
48061000,PAPEL Y CARTON SULFURIZADOS (PERGAMINO VEGETAL),3.0,A,'4806,'480610,A
48062000,PAPEL RESISTENTE A LAS GRASAS (GREASEPROOF),3.0,A,'4806,'480620,A
48063000,PAPEL VEGETAL (PAPEL CALCO),3.0,A,'4806,'480630,A
48064000,PAPEL CRISTAL Y DEMAS PAPELES CALANDRADOS TRANSPARENTE O TRASLUCIDOS,3.0,A,'4806,'480640,A
48070000,PAPEL Y CARTÓN OBTENIDOS POR PEGADO DE HOJAS PLANAS; SIN ESTUCAR NI RECUBRIR EN LA SUPERFICIE Y SIN IMPREGNAR; INCLUSO REFORZADOS INTERIORMENTE EN BOBINAS (ROLLOS) O EN HOJAS.,3.0,A,'4807,'480700,A
48081000,PAPEL Y CARTON CORRUGADOS; INCLUSO PERFORADOS,14.0,C,'4808,'480810,C
48082000,PAPEL KRAFT PARA SACOS (BOLSAS); RIZADO (CREPE) O PLISADO; INCLUSO GOFRADO; ESTAMPADO O PERFORADO,3.0,A,'4808,'480820,A
48083000,LOS DEMAS PAPELES KRAFT; RIZADOS (CREPES) OPLISADOS; INCLUSO GOFRADOS; ESTAMPADOS O PERFORADOS,3.0,A,'4808,'480830,A
48089000,LOS DEMAS,3.0,A,'4808,'480890,A
48091010,CON UN LADO EXCEDIENDO LOS 40 CM.,0.0,G,'4809,'480910,G
48091090,LOS DEMAS,8.0,B,'4809,'480910,B
48092000,PAPEL AUTOCOPIA,3.0,A,'4809,'480920,A
48099000,LOS DEMAS,3.0,A,'4809,'480990,A
48101300,- - EN BOBINAS (ROLLOS),0.0,G,'4810,'481013,G
48101400,- - EN HOJAS DE NO MÁS DE 435 MM EN UN LADO Y 297 MM EN EL OTRO; SIN PLEGAR,14.0,B,'4810,'481014,B
48101900,- - LOS DEMÁS,14.0,B,'4810,'481019,B
48102200,- - PAPEL ESTUCADO O CUCHÉ LIGERO (LIVIANO) («L.W.C.»),0.0,G,'4810,'481022,G
48102900,- - LOS DEMÁS BLANQUEADOS UNIFORMEMENTE EN LA MASA Y EN LOS QUE MAS DEL 95 % EN,8.0,A,'4810,'481029,A
48103100,PESO DEL CONTENIDO TOTAL DE FIBRA ESTE CONSTITUIDO POR FIBRAS DE MADERA OBTENIDAS POR PROCEDIMIENTO QUIMICO; DE GRAMAJE INFERIOR O IGU AL A 150 GM BLANQUEADOS UNIFORMEMENTE EN LA MASA Y EN LOS QUE MAS DEL 95 % EN,3.0,A,'4810,'481031,A
48103200,PESO DEL CONTENIDO TOTAL DE FIBRA ESTE CONSTITUIDO POR FIBRAS DE MADERA OBTENIDAS PO R PROCEDIMIENTO QUIMICO; DE GRAMAJE SUPERIOR A 150 GM 3,3.0,A,'4810,'481032,A
48103900,LOS DEMAS,8.0,A,'4810,'481039,A
48109200,MULTICAPAS,3.0,A,'4810,'481092,A
48109900,LOS DEMAS,8.0,A,'4810,'481099,A
48111000,PAPEL Y CARTON ALQUITRANADOS; EMBETUNADOS O ASFALTADOS,3.0,A,'4811,'481110,A
48114110,- - - SIN IMPRESIÓN,0.0,G,'4811,'481141,G
48114190,- - - LOS DEMÁS,14.0,B,'4811,'481141,B
48114900,- - LOS DEMÁS,0.0,G,'4811,'481149,G
48115110,- - BLANQUEADOS; DE GRAMAJE SUPERIOR A 150 G/M²,0.0,G,'4811,'481151,G
48115190,- - LOS DEMÁS,3.0,A,'4811,'481151,A
48115910,- - - PARA SOPORTE ABRASIVOS,3.0,A,'4811,'481159,A
48115920,- - - PARA CONDENSADORES O DEMÁS USOS DE AISLAMIENTO ELÉCTRICO,3.0,A,'4811,'481159,A
48115990,- - - LOS DEMÁS,3.0,A,'4811,'481159,A
48116010,- - PARA CONDENSADORES O DEMÁS USOS DE AISLAMIENTO ELÉCTRICO,3.0,A,'4811,'481160,A
48116090,- - LOS DEMÁS,3.0,A,'4811,'481160,A
48119011,EN ROLLO; SIN PERFORAR,0.0,G,'4811,'481190,G
48119019,LOS DEMAS,8.0,B,'4811,'481190,B
48119020,PARA JUNTAS O EMPAQUETADURAS,3.0,A,'4811,'481190,A
48119050,PAUTADOS; RAYADOS O CUADRICULADOS,3.0,A,'4811,'481190,A
48119090,LOS DEMAS,0.0,G,'4811,'481190,G
48120000,BLOQUES Y PLACAS; FILTRANTES; DE PASTA DE PAPEL. 3,3.0,A,'4812,'481200,A
48131000,EN LIBRILLOS O EN TUBOS,20.0,A,'4813,'481310,A
48132000,EN BOBINAS (ROLLOS) DE ANCHURA INFERIOR O IGUAL A 5 CM,3.0,A,'4813,'481320,A
48139000,LOS DEMAS,3.0,A,'4813,'481390,A
48141000,PAPEL GRANITO (INGRAIN) PAPEL PARA DECORAR Y REVESTIMIENTOS SIMILARES DE P AREDES;,20.0,A,'4814,'481410,A
48142000,CONSTITUIDOS POR PAPELRECUBIERTO O REVESTI DO; EN LA CARA VISTA; CON UNA CAPA DE PLASTICO GRANEADA; GOFRADA; COLOREADA; IMPRESA CON MOTIVOS O D ECORADA DE OTRO MODO,20.0,A,'4814,'481420,A
48143000,PAPEL PARA DECORAR Y REVESTIMIENTOS SIMILARES DE P AREDES; CONSTITUIDOS POR PAPELREVESTIDO EN LA CARA VISTA CON MATERIA TRENZABLE; INCLUSO TEJIDA EN FORMA PLANA O PARALELIZADA,20.0,A,'4814,'481430,A
48149000,LOS DEMAS,20.0,A,'4814,'481490,A
48150000,CUBRESUELOS CON SOPORTE DE PAPEL O CARTON; INCLUSO RECORTADOS,20.0,A,'4815,'481500,A
48161000,PAPEL CARBON (CARBONICO) Y PAPELES SIMILARES,20.0,A,'4816,'481610,A
48162000,PAPEL AUTOCOPIA,14.0,A,'4816,'481620,A
48163000,CLISES DE MIMEOGRAFO (STENCILS) COMPLETOS,14.0,A,'4816,'481630,A
48169000,LOS DEMAS,20.0,A,'4816,'481690,A
48171000,SOBRES,20.0,M,'4817,'481710,M
48172000,SOBRES CARTA; TARJETAS POSTALES SIN ILUSTRAR Y TARJETAS PARA CORRESPONDENCIA,20.0,M,'4817,'481720,M
48173000,CAJAS; BOLSAS Y PRESENTACIONES SIMILARES DE PAPEL O CARTON; CON UN SURTIDO DE ARTICULOS DE CORRESPONDENCIA,20.0,M,'4817,'481730,M
48181000,PAPEL HIGIENICO,20.0,M,'4818,'481810,M
48182000,PAÑUELOS; TOALLITAS DE DESMAQUILLAR Y TOALLAS,20.0,C,'4818,'481820,C
48183010,EN BOBINAS (ROLLOS) DE DIAMETRO SUPERIOR A 86 CM,3.0,A,'4818,'481830,A
48183090,LOS DEMAS,20.0,M,'4818,'481830,M
48184010,EN BOBINAS (ROLLOS) DE DIAMETRO SUPERIOR A 86 CM,8.0,A,'4818,'481840,A
48184091,---TOALLAS SANITARIAS,20.0,C,'4818,'481840,C
48184092,---TAMPONES,20.0,A,'4818,'481840,A
48184093,---PANALES DESECHABLES,20.0,A,'4818,'481840,A
48184094,---PANITOS HUMEDOS PARA EL CUIDADO DEL BEBE,20.0,A,'4818,'481840,A
48184099,---LOS DEMAS,20.0,C,'4818,'481840,C
48185000,PRENDAS Y COMPLEMENTOS (ACCESORIOS); DE VESTIR,20.0,A,'4818,'481850,A
48189000,LOS DEMAS,20.0,A,'4818,'481890,A
48191000,CAJAS DE PAPEL O CARTON CORRUGADO,14.0,C,'4819,'481910,C
48192010,CAJAS ABIERTAS EN FORMA DE BOLSILLOS IMPRESAS HECHAS DE DOBLE PAPEL/CARTON ENCERADO; DE LAS UTILIZADAS PARA ENVASAR COMIDA EN RESTAURANTES DE COMIDA RAPIDA.,14.0,A,'4819,'481920,A
48192090,LAS DEMAS,14.0,C,'4819,'481920,C
48193010,MULTIPLIEGOS,14.0,M,'4819,'481930,M
48193090,LOS DEMAS,14.0,M,'4819,'481930,M
48194000,LOS DEMAS SACOS (BOLSAS); BOLSITAS Y CUCURUCHOS,14.0,B,'4819,'481940,B
48195000,LOS DEMAS ENVASES; INCLUIDAS LAS FUNDAS PARA DISCO S,14.0,C,'4819,'481950,C
48196000,CARTONAJES DE OFICINA; TIENDA O SIMILARES,14.0,C,'4819,'481960,C
48201000,LIBROS REGISTRO; LIBROS DE CONTABILIDAD; TALONARIOS (DE NOTAS; PEDIDOS O RECIBOS); BLOQUES MEMORANDOS; BLOQUES DE PAPEL DE CARTAS; AGENDAS Y ARTICULOS SIMILARES,20.0,C,'4820,'482010,C
48202000,CUADERNOS,20.0,M,'4820,'482020,M
48203000,CLASIFICADORES; ENCUADERNACIONES (EXCEPTO LAS CUBIERTAS PARA LIBROS); CARPETAS; CUBIERTAS PARA DOCUMENTOS,20.0,C,'4820,'482030,C
48204010,FORMULARIOS LLAMADOSCONTINUOS,20.0,C,'4820,'482040,C
48204090,LOS DEMAS,20.0,C,'4820,'482040,C
48205000,ALBUMES PARA MUESTRAS O PARA COLECCIONES,20.0,A,'4820,'482050,A
48209010,FORMATOS LLAMADOSCONTINUOS SIN IMPRESION,20.0,C,'4820,'482090,C
48209090,LOS DEMAS,20.0,C,'4820,'482090,C
48211000,IMPRESAS,14.0,C,'4821,'482110,C
48219000,LAS DEMAS,14.0,C,'4821,'482190,C
48221000,DEL TIPO DE LOS UTILIZADOS PARA EL BOBINADO DE HILADOS TEXTILES,3.0,A,'4822,'482210,A
48229000,LOS DEMAS,3.0,A,'4822,'482290,A
48231200,AUTOADHESIVO,14.0,A,'4823,'482312,A
48231900,LOS DEMAS,14.0,A,'4823,'482319,A
48232000,PAPEL Y CARTON FILTRO,3.0,A,'4823,'482320,A
48234000,PAPEL DIAGRAMA PARA APARATOS REGISTRADORES; EN BOB INAS (ROLLOS); HOJAS O DISCOS,3.0,A,'4823,'482340,A
48236000,BANDEJAS; FUENTES; PLATOS; TAZAS; VASOS Y ARTICULO S SIMILARES; DE PAPEL O CARTON,20.0,M,'4823,'482360,M
48237010,BANDEJAS O CONTINENTES ALVEOLARES PARA ENVASES DE HUEVOS,0.0,G,'4823,'482370,G
48237090,LOS DEMAS,8.0,B,'4823,'482370,B
48239020,PAPELES PARA CONDENSADORES O DEMAS USOS DE AISLAMIENTO ELECTRICO,3.0,A,'4823,'482390,A
48239031,"FORMATOS Y FORMULARIOS LLAMADOS ""CONTINUOS""; DE UNA SOLA HOJA",20.0,M,'4823,'482390,M
48239039,LOS DEMAS,20.0,M,'4823,'482390,M
48239040,JUNTAS O EMPAQUETADURAS,8.0,A,'4823,'482390,A
48239050,CARTONES PARA MECANISMOS JACQUARD Y SIMILARES,3.0,A,'4823,'482390,A
48239060,PATRONES; MOLDES Y PLANTILLAS,3.0,A,'4823,'482390,A
48239071,EN BOBINA (ROLLO) DE EXTENSION MENOR DE 800 CM.,20.0,C,'4823,'482390,C
48239072,---EN BOBINAS (ROLLO) DE EXTENSION MAYOR DE 800 CM.,20.0,A,'4823,'482390,A
48239079,LOS DEMAS,14.0,C,'4823,'482390,C
48239091,LOS DEMAS PAPELES Y CARTONES EN BOBINAS (ROLLOS) D E ANCHURA SUPERIOR A6 CM PERO INFERIOR A 15 CM,3.0,A,'4823,'482390,A
48239099,LOS DEMAS,14.0,C,'4823,'482390,C
49011000,EN HOJAS SUELTAS; INCLUSO PLEGADAS LOS DEMAS:,3.0,C,'4901,'490110,C
49019100,DICCIONARIOS Y ENCICLOPEDIAS; INCLUSO EN FASCICULOS,3.0,A,'4901,'490191,A
49019900,LOS DEMAS,3.0,M,'4901,'490199,M
49021000,QUE SE PUBLIQUEN CUATRO VECES POR SEMANA COMO MINIMO,3.0,M,'4902,'490210,M
49029000,LOS DEMAS,3.0,B,'4902,'490290,B
49030000,ALBUMES O LIBROS DE ESTAMPAS Y CUADERNOS PARA DIBU JAR O COLOREAR; PARA NI¥OS.,3.0,B,'4903,'490300,B
49040000,MUSICA MANUSCRITA O IMPRESA; INCLUSO CON ILUSTRACIONES O ENCUADERNADA.,0.0,G,'4904,'490400,G
49051000,ESFERAS,0.0,G,'4905,'490510,G
49059100,EN FORMA DE LIBROS O FOLLETOS,0.0,G,'4905,'490591,G
49059900,LOS DEMAS PLANOS Y DIBUJOS ORIGINALES HECHOS A MANO; DE ARQU ITECTURA;,0.0,G,'4905,'490599,G
49060000,INGENIERIA; INDUSTRIALES; COMERCIALES; TOPOGRAFICOS O SIMILARES; TEXTOS MANUSCRITOS; REPRO DUCCIONES FOTOGRAFICAS SOBRE PAPEL SENSIBILIZADO Y COPIAS CON PAPEL CARBON (CARBONICO); DE LOS PL,3.0,M,'4906,'490600,M
49070010,- SELLOS (ESTAMPILLAS) DE CORREOS; TIMBRES FISCALES Y ANÁLOGOS; SIN OBLITERAR; QUE TENGAN OHAYAN DE TENER CURSO LEGAL EN EL PAÍS DE DESTINO; PAPEL TIMBRADO,14.0,C,'4907,'490700,C
49070020,BILLETES DE BANCO,3.0,M,'4907,'490700,M
49070030,TALONARIOS DE CHEQUES DE VIAJEROS DE ESTABLECIMIEN TOS DE CREDITO EXTRANJEROS,20.0,M,'4907,'490700,M
49070090,LOS DEMAS,20.0,M,'4907,'490700,M
49081000,CALCOMANIAS VITRIFICABLES,3.0,M,'4908,'490810,M
49089000,LAS DEMAS,14.0,M,'4908,'490890,M
49090000,TARJETAS POSTALES IMPRESAS O ILUSTRADAS; TARJETAS IMPRESAS CON FELICITACIONES O COMUNICACIONES PERSO NALES; INCLUSO CON ILUSTRACIONES; ADORNOS O APLICACIONES; O CON SOBRES.,20.0,M,'4909,'490900,M
49100000,CALENDARIOS DE CUALQUIER CLASE IMPRESOS; INCLUIDOS LOS TACOS DE CALENDARIO.,20.0,M,'4910,'491000,M
49111010,DE PRODUCTOS EXTRANJEROS,20.0,M,'4911,'491110,M
49111090,LOS DEMAS:,20.0,M,'4911,'491110,M
49119110,PARA LA ENSEÑANZA,0.0,G,'4911,'491191,G
49119190,LAS DEMAS,20.0,M,'4911,'491191,M
49119900,LOS DEMAS,20.0,M,'4911,'491199,M
50010000,CAPULLOS DE SEDA APTOS PARA EL DEVANADO,0.0,G,'5001,'500100,G
50020000,SEDA CRUDA (SIN TORCER),0.0,G,'5002,'500200,G
50031000,SIN CARDAR NI PEINAR,0.0,G,'5003,'500310,G
50039000,LOS DEMAS,0.0,G,'5003,'500390,G
50040000,HILADOS DE SEDA (EXCEPTO LOS HILADOS DE DESPERDICIOS DE SEDA) SIN ACONDICIONAR PARA LA VENTA AL POR MENOR.,0.0,G,'5004,'500400,G
50050000,HILADOS DE DESPERDICIOS DE SEDA SIN ACONDICIONAR PARA LA VENTA AL POR MENOR.,0.0,G,'5005,'500500,G
50060000,HILADOS DE SEDA O DE DESPERDICIOS DE SEDA; ACONDICIONADOS PARA LA VENTA AL POR MENOR; PELO DE MESINA (CRIN DE FLORENCIA).,0.0,G,'5006,'500600,G
50071000,TEJIDOS DE BORRILLA,0.0,G,'5007,'500710,G
50072000,LOS DEMAS TEJIDOS CON UN CONTENIDO DE SEDA O DE DESPERDICIOS DE SEDA; DISTINTOSDE LA BORRILLA; SUPERIOR O IGUAL AL 85 % EN PESO,0.0,G,'5007,'500720,G
50079000,LOS DEMAS TEJIDOS,0.0,G,'5007,'500790,G
51011100,LANA ESQUILADA,0.0,G,'5101,'510111,G
51011900,LAS DEMAS DESGRASADA; SIN CARBONIZAR:,0.0,G,'5101,'510119,G
51012100,LANA ESQUILADA,0.0,G,'5101,'510121,G
51012900,LAS DEMAS,0.0,G,'5101,'510129,G
51013000,CARBONIZADA,0.0,G,'5101,'510130,G
51021100,DE CABRAS DE CACHEMIRA,0.0,G,'5102,'510211,G
51021900,LOS DEMÁS,0.0,G,'5102,'510219,G
51022000,PELO ORDINARIO,0.0,G,'5102,'510220,G
51031000,BORRAS DEL PEINADO DE LANA O PELO FINO,0.0,G,'5103,'510310,G
51032000,LOS DEMAS DESPERDICIOS DE LANA O PELO FINO,0.0,G,'5103,'510320,G
51033000,DESPERDICIOS DE PELO ORDINARIO,0.0,G,'5103,'510330,G
51040000,HILACHAS DE LANA O DE PELO FINO U ORDINARIO,0.0,G,'5104,'510400,G
51051000,LANA CARDADA,0.0,G,'5105,'510510,G
51052100,LANA PEINADA A GRANEL,0.0,G,'5105,'510521,G
51052900,LAS DEMAS,0.0,G,'5105,'510529,G
51053100,- - DE CABRAS DE CACHEMIRA,0.0,G,'5105,'510531,G
51053900,- - LOS DEMÁS,0.0,G,'5105,'510539,G
51054000,PELO ORDINARIO CARDADO O PEINADO,0.0,G,'5105,'510540,G
51061000,CON UN CONTENIDO DE LANA SUPERIOR O IGUAL AL 85 % EN PESO,0.0,G,'5106,'510610,G
51062000,CON UN CONTENIDO DE LANA INFERIOR AL 85 % EN PESO,0.0,G,'5106,'510620,G
51071000,CON UN CONTENIDO DE LANA SUPERIOR O IGUAL AL 85 % EN PESO,0.0,G,'5107,'510710,G
51072000,CON UN CONTENIDO DE LANA INFERIOR AL 85 % EN PESO,0.0,G,'5107,'510720,G
51081000,CARDADO,0.0,G,'5108,'510810,G
51082000,PEINADO,0.0,G,'5108,'510820,G
51091000,CON UN CONTENIDO DE LANA O PELO FINO SUPERIOR O IGUAL AL 85 % EN PESO,0.0,G,'5109,'510910,G
51099000,LOS DEMAS,0.0,G,'5109,'510990,G
51100000,HILADOS DE PELO ORDINARIO O DE CRIN (INCLUIDOS LOS LOS HILADOS DE CRIN ENTORCHADOS); AUNQUE ESTEN ACONDICIONADOS PARA LA VENTA AL POR MENOR.0,0.0,G,'5110,'511000,G
51111100,DE PESO INFERIOR O IGUAL A 300 G/M2,0.0,G,'5111,'511111,G
51111900,LOS DEMAS,0.0,G,'5111,'511119,G
51112000,LOS DEMAS; MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FILAMENTOS SINTETICOSO ARTIFICIALES,0.0,G,'5111,'511120,G
51113000,LOS DEMAS; MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS SINTETICAS O ARTIFICIALES DISCONTINUAS,0.0,G,'5111,'511130,G
51119000,LOS DEMAS,0.0,G,'5111,'511190,G
51121100,DE PESO INFERIOR O IGUAL A 200 G/M2,0.0,G,'5112,'511211,G
51121900,LOS DEMAS,0.0,G,'5112,'511219,G
51122000,LOS DEMAS; MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FILAMENTOS SINTETICOSO ARTIFICIALES,0.0,G,'5112,'511220,G
51123000,LOS DEMAS; MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS SINTETICAS O ARTIFICIALES DISCONTINUAS,0.0,G,'5112,'511230,G
51129000,LOS DEMAS,0.0,G,'5112,'511290,G
51130000,TEJIDOS DE PELO ORDINARIO O DE CRIN.,0.0,G,'5113,'511300,G
52010000,ALGODON SIN CARDAR NI PEINAR,0.0,G,'5201,'520100,G
52021000,DESPERDICIOS DE HILADOS,0.0,G,'5202,'520210,G
52029100,HILACHAS,0.0,G,'5202,'520291,G
52029900,LOS DEMAS,0.0,G,'5202,'520299,G
52030000,ALGODON CARDADO O PEINADO,0.0,G,'5203,'520300,G
52041100,CON UN CONTENIDO DE ALGODON SUPERIOR O IGUAL AL 85 % EN PESO,0.0,G,'5204,'520411,G
52041900,LOS DEMAS,0.0,G,'5204,'520419,G
52042000,ACONDICIONADO PARA LA VENTA AL POR MENOR,0.0,G,'5204,'520420,G
52051100,DE TITULO SUPERIOR O IGUAL A 714;29 DECITEX (INFERIOR O IGUAL AL NUMERO METRICO 14),0.0,G,'5205,'520511,G
52051200,DE TITULO INFERIOR A 714;29 DECITEX PERO SUPERIOR O IGUAL A 232;56 . DECITEX (SUPERIOR AL NUMERO METRICO 14 PERO INFERIOR O IGUAL AL NUMERO METRICO 43),0.0,G,'5205,'520512,G
52051300,DE TITULO INFERIOR A 232;56 DECITEX PERO SUPERIOR O IGUAL A 192;31 . DECITEX (SUPERIOR AL NUMERO METRICO 43 PERO INFERIOR O IGUAL AL NUMERO METRICO 52),0.0,G,'5205,'520513,G
52051400,DE TITULO INFERIOR A 192;31 DECITEX PERO SUPERIOR O IGUAL A 125 . DECITEX (SUPERIOR AL NUMERO METRICO 52 PERO INFERIOR O IGUAL AL NUMERO METRICO 80),0.0,G,'5205,'520514,G
52051500,DE TITULO INFERIOR A 125 DECITEX (SUPERIOR AL NUMERO METRICO 80) HILADOS SENCILLOS DE FIBRAS PEINADAS,0.0,G,'5205,'520515,G
52052100,DE TITULO SUPERIOR O IGUAL A 714;29 DECITEX (INFER (INFERIOR O IGUAL AL NUMERO METRICO 14),0.0,G,'5205,'520521,G
52052200,DE TITULO INFERIOR A 714;29 DECITEX PERO SUPERIOR O IGUAL A 232;56 . DECITEX (SUPERIOR AL NUMERO METRICO 14 PERO INFERIOR O IGUAL AL NUMERO METRICO 43),0.0,G,'5205,'520522,G
52052300,DE TITULO INFERIOR A 232;56 DECITEX PERO SUPERIOR O IGUAL A 192;31 . DECITEX (SUPERIOR AL NUMERO METRICO 43 PERO INFERIOR O IGUAL AL NUMERO METRICO 52),0.0,G,'5205,'520523,G
52052400,DE TITULO INFERIOR A 192;31 DECITEX PERO SUPERIOR O IGUAL A 125 . DECITEX (SUPERIOR AL NUMERO METRICO 52 PERO INFERIOR O IGUAL AL NUMERO METRICO 80),0.0,G,'5205,'520524,G
52052600,DE TITULO INFERIOR A 125 DECITEX PERO SUPERIOR O IGUAL A 106;38 . DECITEX (SUPERIOR AL NUMERO METRICO 80 PERO INFERIOR O IGUAL AL NUMERO METRICO 94),0.0,G,'5205,'520526,G
52052700,DE TITULO INFERIOR A 106;38 DECITEX PERO SUPERIOR O IGUAL A 83;33 . DECITEX (SUPERIOR AL NUMERO METRICO 94 PERO INFERIOR O IGUAL AL NUMERO METRICO 120),0.0,G,'5205,'520527,G
52052800,DE TITULO INFERIOR A 83;33 DECITEX (SUPERIOR AL NUMERO METRICO 120) HILADOS RETORCIDOS O CABLEADOS; DE FIBRAS SIN PEINAR:,0.0,G,'5205,'520528,G
52053100,DE TITULO SUPERIOR O IGUAL A 714;29 DECITEX POR HILO SENCILLO (INFERIOR O IGUAL AL NUMERO METRICO 14 POR HILO SENCILLO),0.0,G,'5205,'520531,G
52053200,DE TITULO INFERIOR A 714;29 DECITEX PERO SUPERIOR O IGUAL A 232;56 DECITEX; POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 14 PERO INFERIOR O IGUALAL NUMERO METRICO 43; POR HILO SENCILLO),0.0,G,'5205,'520532,G
52053300,DE TITULO INFERIOR A 232;56 DECITEX PERO SUPERIOR O IGUAL A 192;31 DECITEX; POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 43 PERO INFERIOR O IGUAL ALNUMERO METRICO 52; POR HILO SENCILLO),0.0,G,'5205,'520533,G
52053400,DE TITULO INFERIOR A 192;31 DECITEX PERO SUPERIOR O IGUAL A 125 DECITEX; POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 52 PERO INFERIOR O IGUAL AL NUMERO METRICO 80; POR HILO SENCILLO),0.0,G,'5205,'520534,G
52053500,DE TITULO INFERIOR A 125 DECITEX POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 80POR HILO SENCILLO) HILADOS RETORCIDOS O CABLEADOS; DE FIBRAS PEINADAS :,0.0,G,'5205,'520535,G
52054100,DE TITULO SUPERIOR O IGUAL A 714;29 DECITEX POR HILO SENCILLO (INFERIOR O IGUAL AL NUMERO METRICO 14 POR HILO SENCILLO),0.0,G,'5205,'520541,G
52054200,DE TITULO INFERIOR A 714;29 DECITEX PERO SUPERIOR O IGUAL A 232;56 . DECITEX; POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 14 PERO INFERIOR O IGUAL AL NUMERO ALETRICO 43; POR HILO SENCILLO),0.0,G,'5205,'520542,G
52054300,DE TITULO INFERIOR A 232;56 DECITEX PERO SUPERIOR O IGUAL A 192; DECITEX; POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 43 PERO INFERIOR O IGUAL AL NUMERO METRICO 52; POR HILO SENCILLO),0.0,G,'5205,'520543,G
52054400,DE TITULO INFERIOR A 192;31 DECITEX PERO SUPERIOR O IGUAL A 1 DECITEX; POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 52 PERO INFERIOR O IGUAL AL NUMEROMETRICO 80; POR HILO SENCILLO),0.0,G,'5205,'520544,G
52054600,DE TITULO INFERIOR A 125 DECITEX PERO SUPERIOR O I GUAL A 106; DECITEX; POR HILO SENCILLO (SUPERIOR A L NUMERO METRICO 80 PERO INFERIOR O IGUAL AL NUMERO METRICO 94; POR HILO SENCILLO),0.0,G,'5205,'520546,G
52054700,DE TITULO INFERIOR A 106;38 DECITEX PERO SUPERIOR O IGUAL A 83; DECITEX; POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 94 PERO INFERIOR O IGUAL AL NUME RO METRICO 120; POR HILO SENCILLO),0.0,G,'5205,'520547,G
52054800,DE TITULO INFERIOR A 83;33 DECITEX POR HILO SENCIL LO (SUPERIOR AL NUMERO METRICO 120 POR HILO SENCIL LO),0.0,G,'5205,'520548,G
52061100,DE TITULO SUPERIOR O IGUAL A 714;29 DECITEX (INFER IOR O IGUAL AL NUMERO METRICO 14),0.0,G,'5206,'520611,G
52061200,DE TITULO INFERIOR A 714;29 DECITEX PERO SUPERIOR O IGUAL A 232;56 . DECITEX (SUPERIOR AL NUMERO MET RICO 14 PERO INFERIOR O IGUAL AL NUMERO METRICO 43 ),0.0,G,'5206,'520612,G
52061300,DE TITULO INFERIOR A 232;56 DECITEX PERO SUPERIOR O IGUAL A 192;31 . DECITEX (SUPERIOR AL NUMERO MET RICO 43 PERO INFERIOR O IGUAL AL NUMERO METRICO 52 ),0.0,G,'5206,'520613,G
52061400,DE TITULO INFERIOR A 192;31 DECITEX PERO SUPERIOR O IGUAL A 125 . DECITEX (SUPERIOR AL NUMERO METRIC O 52 PERO INFERIOR O IGUAL AL NUMERO METRICO 80),0.0,G,'5206,'520614,G
52061500,DE TITULO INFERIOR A 125 DECITEX (SUPERIOR AL NUME RO METRICO 80) HILADOS SENCILLOS DE FIBRAS PEINADA S:,0.0,G,'5206,'520615,G
